methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
monthly_usage,"Return monthly usage of the user account.

This includes a complete usage summary for the current usage cycle, an overall sum, as well as a daily breakdown
of usage. It is the same information which is available on the account's Billing page. The information includes
use of storage, data transfer, and request queue usage.

https://docs.apify.com/api/v2/#/reference/users/monthly-usage

Returns:
    The retrieved request, or None, if it did not exist.",UserClient,https://docs.apify.com/api/v2/#/reference/users/monthly-usage,https://docs.apify.com/api/client/python/reference/class/UserClient#monthly_usage
limits,"Returns a complete summary of the user account's limits.

It is the same information which is available on the account's Limits page. The returned data includes the current
usage cycle, a summary of the account's limits, and the current usage.

https://docs.apify.com/api/v2#/reference/request-queues/request/get-request

Returns:
    The retrieved request, or None, if it did not exist.",UserClient,https://docs.apify.com/api/v2#/reference/request-queues/request/get-request,https://docs.apify.com/api/client/python/reference/class/UserClient#limits
__init__,Initialize the UserClientAsync.,UserClientAsync,,https://docs.apify.com/api/client/python/reference/class/UserClientAsync#__init__
get,"Return information about user account.

You receive all or only public info based on your token permissions.

https://docs.apify.com/api/v2#/reference/users

Returns:
    The retrieved user data, or None if the user does not exist.",UserClientAsync,https://docs.apify.com/api/v2#/reference/users,https://docs.apify.com/api/client/python/reference/class/UserClientAsync#get
monthly_usage,"Return monthly usage of the user account.

This includes a complete usage summary for the current usage cycle, an overall sum, as well as a daily breakdown
of usage. It is the same information which is available on the account's Billing page. The information includes
use of storage, data transfer, and request queue usage.

https://docs.apify.com/api/v2/#/reference/users/monthly-usage

Returns:
    The retrieved request, or None, if it did not exist.",UserClientAsync,https://docs.apify.com/api/v2/#/reference/users/monthly-usage,https://docs.apify.com/api/client/python/reference/class/UserClientAsync#monthly_usage
limits,"Returns a complete summary of the user account's limits.

It is the same information which is available on the account's Limits page. The returned data includes the current
usage cycle, a summary of the account's limits, and the current usage.

https://docs.apify.com/api/v2#/reference/request-queues/request/get-request

Returns:
    The retrieved request, or None, if it did not exist.",UserClientAsync,https://docs.apify.com/api/v2#/reference/request-queues/request/get-request,https://docs.apify.com/api/client/python/reference/class/UserClientAsync#limits
__init__,"Create the ApifyApiError instance.

Args:
    response (httpx.Response): The response to the failed API call
    attempt (int): Which attempt was the request that failed",ApifyApiError,,https://docs.apify.com/api/client/python/reference/class/ApifyApiError#__init__
__init__,"Create the InvalidResponseBodyError instance.

Args:
    response: The response which failed to be parsed",InvalidResponseBodyError,,https://docs.apify.com/api/client/python/reference/class/InvalidResponseBodyError#__init__
is_retryable_error,Check if the given error is retryable.,apify_client._errors,,https://docs.apify.com/api/client/python/reference/class/apify_client._errors#is_retryable_error
encode_webhook_list_to_base64,Encode a list of dictionaries representing webhooks to their base64-encoded representation for the API.,apify_client._utils,,https://docs.apify.com/api/client/python/reference/class/apify_client._utils#encode_webhook_list_to_base64
